7776	49
-1.07471	0.271749	-1.64453
-1.0657	0.270165	-1.71879
-1.06143	0.264807	-1.74304
-0.994357	0.281892	-2.39994
-1.0617	0.260975	-1.74985
-1.0617	0.260975	-1.74985
-1.06736	0.244709	-1.70675
-1.06619	0.245061	-1.72042
-1.06722	0.241609	-1.69824
-1.06667	0.24116	-1.69842
-1.00014	0.189186	-2.0252
-0.919831	0.194206	-3.28441
-0.913725	0.143819	-3.31904
-0.902256	0.104478	-3.52153
-0.896234	0.0984909	-3.58129
-0.936469	0.0948445	-3.03565
-0.881205	0.0801189	-3.63802
-1.09963	0.109837	-1.48808
-1.40495	0.0947875	-1.58254
-1.40495	0.0947875	-1.58254
-0.732372	0.0639609	-1.86009
-0.953614	-0.00885128	-3.1194
-1.12918	-0.0264181	-2.0638
-1.01075	-0.136023	-2.39669
-1.16742	-0.117656	-1.6928
-0.996736	-0.170342	-2.34752
-1.01161	-0.165059	-2.20916
-1.01161	-0.165059	-2.20916
-0.737055	-0.151641	-2.27565
-1.13317	-0.217202	-2.03557
-0.666657	-0.21831	-2.08248
-0.670195	-0.243443	-1.98267
-0.430254	-0.266858	-2.57415
-0.608282	-0.260352	-1.84559
-1.07714	0.348999	-1.64785
-1.07289	0.345645	-1.69305
-1.07243	0.337162	-1.64987
-1.07185	0.323938	-1.68415
-1.07185	0.323938	-1.68415
-0.992862	0.328311	-2.41539
-1.00583	0.301679	-2.31191
-1.06551	0.278841	-1.72514
-1.06831	0.268547	-1.68629
-1.07369	0.249677	-1.63442
-1.01476	0.252612	-2.22857
-1.00086	0.244201	-2.37289
-0.997708	0.239466	-2.39381
-0.997147	0.23686	-2.4128
-1.00401	0.23239	-2.33159
-1.00414	0.233391	-2.35252
-1.00017	0.232294	-2.37215
-1.10214	0.088765	-1.47922
-1.12426	-0.0127959	-2.06334
-1.13029	-0.0849778	-2.084
-0.419492	-0.285323	-2.59137
-1.07252	0.347242	-1.64362
-1.00177	0.333317	-2.34904
-1.06488	0.29034	-1.72166
-1.00003	0.19144	-2.04278
-1.13289	0.0635092	-1.9573
-1.13177	-0.11338	-2.07402
-1.16537	-0.0952914	-1.69144
-1.06384	-0.234133	-2.88895
-1.16881	-0.2113	-1.63699
-0.418458	-0.26615	-1.83799
-0.282799	-0.25725	-1.86301
-1.01003	0.249327	-2.25173
-0.722991	0.113574	-1.8575
-1.17906	0.102142	-1.63936
-0.952037	0.0297023	-2.79219
-1.01283	-0.115828	-2.35974
-1.17729	-0.157736	-1.47738
-1.02155	0.41034	-2.13335
-1.00635	0.392321	-2.05446
-1.00188	0.294923	-2.34421
-1.01694	0.247124	-2.21542
-1.00428	0.240359	-2.31676
-0.742196	0.100385	-1.86757
-1.16935	0.0413399	-1.62511
-1.16935	0.0413399	-1.62511
-1.12132	-0.0707691	-2.07491
-1.00396	0.33984	-2.30111
-1.16562	0.0906985	-1.62415
-1.16785	0.0899453	-1.62358
-1.17169	-0.0307682	-1.62101
-0.67903	-0.249714	-1.94797
-0.741049	-0.251255	-1.83312
-0.889705	0.0353752	-3.43532
-0.931194	-0.111705	-3.2584
-0.711581	0.158864	-1.80692
-0.684101	-0.239554	-2.04958
-0.907462	0.27607	-2.29276
-0.745289	-0.140849	-2.13614
-1.07716	0.970473	-1.82872
-0.782358	0.547049	-1.86067
-2.75785	0.998799	-1.57838
-1.06613	0.328174	-1.73008
-1.05906	0.328285	-1.78351
-1.0641	0.321126	-1.73418
-1.0641	0.321126	-1.73418
-1.06277	0.311148	-1.74089
-1.06277	0.311148	-1.74089
-1.07108	0.302322	-1.68122
-1.00706	0.288621	-2.29494
-1.00238	0.285967	-2.32915
-1.00742	0.275279	-2.29482
-1.02314	0.265116	-2.18593
-1.05642	0.248527	-1.79947
-0.99556	0.245659	-2.42241
-1.09984	0.103901	-1.49308
-1.03676	0.00466577	-2.74213
-1.122	-0.0727178	-2.06011
-1.02062	-0.0849026	-2.27526
-1.06186	-0.177217	-2.25253
-1.06147	-0.234417	-2.90402
-0.997715	-0.175949	-2.31042
-0.430511	-0.284196	-2.57763
-1.06134	0.348854	-1.79374
-1.06161	0.330727	-1.75276
-1.06328	0.321175	-1.75021
-1.05893	0.296141	-1.77373
-1.05784	0.295982	-1.77383
-1.00957	0.3	-2.31434
-1.06124	0.277859	-1.74844
-1.06137	0.266791	-1.7593
-1.05911	0.259459	-1.77915
-0.996698	0.229044	-2.41323
-0.994507	0.226991	-2.43275
-0.964847	0.156169	-2.45459
-0.884234	0.0978308	-3.56098
-1.1183	-0.0426131	-2.03776
-1.03968	-0.149322	-2.11609
-1.41773	-0.250563	-2.3544
-0.430234	-0.289946	-2.58711
-0.632789	-0.240305	-1.52252
-0.438949	-0.263713	-1.8761
-1.27434	0.514316	-1.60402
-0.951973	0.464866	-3.64392
-0.985483	0.206249	-2.47701
-1.181	0.101431	-1.56574
-0.914794	-0.0253317	-3.30352
-1.13042	-0.0985912	-2.05048
-1.12447	-0.11616	-2.04777
-1.01487	-0.121883	-2.34111
-0.691499	-0.233891	-2.0538
-0.436819	-0.270477	-2.5729
-1.03265	0.432417	-2.02928
-1.06434	0.342823	-1.72088
-1.00044	0.279698	-2.36359
-1.01168	0.233324	-2.24887
-0.953059	-0.221071	-3.40112
-1.16441	-0.124479	-1.70293
-1.07009	-0.276971	-2.84067
-1.17474	-0.201541	-1.68793
-1.16353	-0.200079	-1.7157
-0.486327	-0.241904	-2.57622
-0.486327	-0.241904	-2.57622
-0.657684	-0.248406	-2.01168
-1.17211	-0.15669	-1.59611
-0.690361	-0.263913	-2.06365
-0.690361	-0.263913	-2.06365
-0.612318	-0.264599	-1.78297
-1.16501	-0.145234	-1.66147
-1.01792	0.177306	-2.20714
-1.0859	0.143495	-1.52227
-1.20108	0.145714	-1.57927
-1.82776	-1.95279	-3.0177
-0.904344	-0.311391	-3.29005
-0.975287	-0.16782	-2.36614
-1.00385	-0.168662	-2.18478
-0.580349	-0.270718	-1.87435
-0.935356	-0.130441	-2.40094
-0.9848	-0.143576	-2.32066
-0.966128	-0.163641	-2.33555
-0.963903	-0.00564311	-2.58542
-0.66112	-0.218114	-1.99827
-0.696089	-0.15286	-1.99429
-1.00818	-0.0217343	-2.42182
-1.12058	-0.0259775	-2.03023
-1.11783	-0.153961	-2.05575
-1.00384	0.327338	-2.40316
-0.679854	-0.055567	-2.38801
-1.01184	-0.142077	-2.37784
-0.255301	-0.258166	-1.86717
-0.402828	-0.259679	-1.84597
-0.659457	-0.132928	-2.36354
-0.470145	-0.265543	-1.86721
-1.0222	0.267743	-2.48113
-0.959898	-0.154416	-2.21383
-1.00797	-0.166968	-2.26044
-0.244834	-0.23228	-1.43967
-0.801575	0.04097	-2.62516
-5.46596	-1.27107	-7.56637
-1.01029	0.185119	-2.26416
-1.12882	-0.0104275	-2.01062
-1.09588	0.480585	-1.77131
-1.05869	-0.0640938	-2.89553
-0.54777	-0.289268	-2.51601
-0.911673	-0.303109	-3.27759
-0.927274	0.0890073	-3.1379
-0.936552	-0.323384	-3.25712
-0.951942	0.0282116	-2.83802
-0.774558	0.166051	-1.39923
-0.777005	-0.211004	-1.38056
-0.945875	0.107898	-3.04066
-0.927699	0.0986454	-3.14926
-0.553112	-0.287397	-2.49919
-0.925487	0.064743	-3.24465
-0.24858	-0.209351	-3.09048
-0.930717	0.139486	-3.12116
-0.930717	0.139486	-3.12116
-0.924506	0.128525	-3.18428
-0.916337	0.128419	-3.34283
-0.911881	0.117847	-3.32242
-0.925068	0.0995907	-3.17824
-0.922604	0.0955493	-3.20098
-0.923774	0.0884745	-3.19293
-0.556425	0.0166957	-2.81768
0.0924611	0.0399629	-2.04391
-0.332832	-0.277351	-2.66756
-0.923058	0.195751	-3.28699
-0.929541	0.0989246	-3.13061
-0.927954	0.098493	-3.14915
-0.898601	0.116338	-3.51674
-0.927905	0.110336	-3.15551
-0.905338	-0.187678	-3.28904
-0.924138	0.124045	-3.20608
-0.264067	-0.172345	-3.08263
-0.772368	0.119496	-1.39888
0.907068	1.59101	-1.12946
-5.51762	-5.36468	-7.19254
-1.06857	0.393017	-1.31731
-1.11562	0.105006	-1.28559
-0.904122	0.108125	-3.46407
-0.879306	0.083166	-3.62619
-0.246258	-0.171168	-2.73745
-0.902031	0.0911049	-3.48195
-0.14947	-0.200119	-2.76453
-0.28261	-0.205999	-2.98554
-0.580642	0.15043	-3.5154
-0.73014	0.288056	-3.58674
-0.384426	-0.191531	-3.05542
-0.22418	-0.171402	-2.79874
0.883027	1.91741	-0.991596
-1.14346	0.361345	-0.861358
-0.669182	1.73033	-0.82274
0.864049	1.88351	-1.00234
0.864049	1.88351	-1.00234
-0.7271	1.52287	-0.8091
-0.716233	1.51995	-0.80987
-0.710035	1.52431	-0.815933
-1.13131	0.367193	-0.959381
-2.98372	0.658807	-2.85881
-1.13532	0.348476	-0.935132
-0.955182	1.58729	-0.719989
0.854811	1.90895	-0.981272
-0.728204	1.53941	-0.811636
-1.14457	0.344584	-0.861016
0.720613	-0.214603	-2.0684
-0.713037	1.77183	-0.852933
0.833211	1.76009	-0.954574
-0.80219	1.37495	-0.787339
-1.14537	0.368865	-0.827085
0.861964	1.6972	-1.11479
0.908207	1.63515	-1.15957
1.02292	1.34518	-0.93761
-1.13479	0.400085	-1.00438
-1.01774	1.58934	-0.820143
-0.739772	1.53172	-0.804366
-0.798482	1.55118	-0.824381
-0.756017	1.5158	-0.812623
-0.76358	1.52971	-0.824164
-1.14424	0.358848	-0.847115
0.994232	1.4906	-1.01483
0.851025	1.73317	-0.966704
1.04625	1.40286	-0.99379
-0.507936	0.567504	-3.34869
-0.870534	0.476482	-3.69228
-0.913162	0.112289	-3.36498
-0.904316	0.11323	-3.45413
-0.903556	0.0326813	-3.32713
-0.163784	-0.27267	-3.12947
-0.886928	0.0955513	-3.60278
-0.886492	0.0953789	-3.60154
-0.830602	0.0129952	-3.6821
-0.328778	-0.201293	-2.9714
-1.01735	-0.108036	-3.46481
-1.01745	-0.107955	-3.46454
-0.281361	-0.199515	-3.00021
-1.01617	-0.128841	-3.46229
-0.395349	-0.171035	-2.73105
-0.175762	-0.186603	-2.8049
-0.167093	-0.190419	-2.81977
-0.772688	0.298057	-3.65455
-0.886818	0.117425	-3.68285
-0.713489	-0.269391	-3.94252
-0.987702	0.195873	-3.69442
-0.895873	0.115575	-3.56912
-0.885919	0.124006	-3.69202
-0.887774	0.0747532	-3.66271
-0.238376	-0.15216	-3.09149
0.075446	-0.0370303	-2.65744
-0.153482	-0.205286	-3.15197
-0.32737	-0.202962	-2.99921
-0.85488	0.131215	-4.08212
-0.888085	-0.190381	-4.20219
-0.522615	1.18352	-3.44253
-0.522615	1.18352	-3.44253
-0.832386	0.016675	-4.02784
-0.323526	-0.159194	-3.08308
-0.249319	-0.179109	-3.04883
-0.64954	1.75587	-0.81852
-0.702097	1.74426	-0.828583
0.79242	1.82581	-0.920886
0.845254	1.83136	-0.939534
0.845254	1.83136	-0.939534
-0.965571	1.55577	-0.8323
-0.966675	1.54336	-0.870954
0.882432	1.7044	-1.04108
-0.782531	1.40979	-0.790313
-0.778813	1.3836	-0.781815
-0.791218	1.38054	-0.797066
-0.796752	1.39413	-0.810606
-1.1302	0.382132	-0.698791
-1.1409	0.377587	-0.741304
-1.14112	0.351355	-0.617507
-1.13334	0.367402	-0.742366
-1.13073	0.373972	-0.790355
1.39816	0.431842	-1.04661
-1.15307	0.351911	-0.704546
-1.14083	0.36643	-0.813747
-1.13762	0.359298	-0.822346
-1.12968	0.34557	-0.771312
-1.13505	0.326312	-0.636412
-1.14678	0.336868	-0.745438
-1.1254	0.311798	-0.752997
-1.14574	0.312504	-0.777774
1.46727	0.314954	-1.10436
1.43152	0.298365	-1.0782
1.41984	0.243161	-1.09748
1.03638	0.114361	-0.762035
1.02982	0.0174223	-0.748378
0.902252	1.74677	-0.793315
1.17143	1.70612	-0.824532
-0.996319	1.60134	-0.798673
1.18307	1.64103	-0.819826
-0.991922	1.56473	-0.809584
-0.698517	1.47647	-0.797045
0.987512	1.58103	-1.07621
1.13455	1.39744	-0.916281
1.13455	1.39744	-0.916281
-1.14568	0.377215	-0.728765
-1.15506	0.35411	-0.658115
-1.13855	0.373996	-0.847881
-1.13675	0.376011	-0.846198
-1.12923	0.32579	-0.727542
-1.14333	0.321546	-0.789418
1.01943	0.0940218	-0.744106
1.02098	0.0419743	-0.748741
1.00047	0.0439233	-0.725884
0.195899	-0.156916	0.00551052
-0.863648	1.77243	-0.621255
1.17842	1.69445	-0.811363
-0.961381	1.54949	-0.884612
0.879808	1.58884	-1.11031
1.15553	1.42929	-0.912615
1.02945	0.0481045	-0.740319
1.02945	0.0481045	-0.740319
0.880234	-0.212303	-0.692735
-0.537709	-0.049478	-0.10061
-0.711929	1.82413	-0.709301
-1.15908	0.368612	-0.629041
-1.15641	0.340952	-0.648013
-1.15268	0.337736	-0.67272
-1.15243	0.336575	-0.672586
-1.14626	0.312291	-0.75305
-1.14507	0.307274	-0.896491
1.0361	0.084116	-0.744838
1.0361	0.084116	-0.744838
-0.741478	1.73303	-0.713866
1.06175	1.73378	-0.767127
1.14873	1.68479	-0.926347
1.20272	1.59225	-0.898533
-1.15561	0.336504	-0.723622
-1.15561	0.336504	-0.723622
1.03821	0.344355	-1.00668
1.01306	0.0747346	-0.74982
1.01447	0.0757365	-0.751376
1.05865	0.0735434	-0.742736
1.05865	0.0735434	-0.742736
1.00307	0.0473763	-0.741794
1.05078	0.0163257	-0.741094
-1.24585	-0.0319406	-0.739658
-1.24225	-0.0763432	-0.737149
1.01762	-0.219357	-0.774519
0.152625	-0.13827	0.146046
-0.747805	1.81001	-0.700725
-0.975129	1.61282	-0.685839
-0.948108	1.55284	-0.875892
0.911619	1.58241	-1.09976
0.219919	-0.152463	0.0532654
0.219919	-0.152463	0.0532654
-0.718393	1.79728	-0.7112
-0.727463	1.48954	-0.836887
-0.727463	1.48954	-0.836887
1.15729	1.5763	-0.92101
0.975698	1.39214	-0.963305
-1.16173	0.333609	-0.622305
0.923245	1.82943	-0.876353
1.14822	1.747	-0.846408
-0.773192	1.47649	-0.812381
0.854752	1.64145	-1.03527
-0.878845	1.64169	-0.716499
-0.791395	1.57872	-0.693579
-0.975191	1.5979	-0.823294
-0.814232	1.42153	-0.787485
0.86489	1.73461	-1.01612
1.03519	0.0705719	-0.746605
1.70245	0.225663	-4.49179
-0.848361	0.0889132	-4.16018
-0.84781	0.0888323	-4.15985
-0.828719	0.0191275	-4.36745
-0.824456	0.00950944	-3.90178
-0.820053	0.0146605	-4.46479
-0.827279	-0.0281384	-4.43094
-0.835349	-0.0680624	-3.9063
-0.85302	0.0939772	-4.07174
-0.854715	0.0922735	-4.11043
-0.843719	0.0891454	-4.17184
-0.826014	0.0137196	-4.4161
-0.833065	-0.066298	-3.92663
-0.833065	-0.066298	-3.92663
-0.838531	0.0231892	-3.93297
-0.832026	-0.0272134	-4.36427
-0.832026	-0.0272134	-4.36427
-0.828995	-0.0593622	-3.83738
-0.846461	-0.0783215	-4.00552
-0.846461	-0.0783215	-4.00552
-0.842093	0.1832	-3.92286
-0.959649	-0.133754	-4.32535
-0.737633	1.58789	-3.41875
-0.706468	1.52009	-3.40353
-0.706468	1.52009	-3.40353
-1.11109	2.18933	-4.31014
-0.695646	1.35586	-3.43643
-0.744121	1.40319	-3.43929
-0.753101	1.37762	-3.4226
-0.604585	1.1285	-3.43661
-0.609162	1.12497	-3.45503
-0.86117	0.472416	-3.68173
-0.987566	0.473154	-3.6807
-0.946375	0.4553	-3.68305
-0.935865	0.453853	-3.71366
-0.881447	0.419468	-3.68385
-0.858824	0.406362	-3.68067
-0.910081	0.406182	-3.67946
-1.00457	0.333243	-2.30634
-1.01381	0.313816	-2.29936
-1.03932	0.255291	-1.98473
-1.02238	0.251327	-2.19951
-1.01633	0.24184	-2.17836
-1.01633	0.24184	-2.17836
-1.01158	0.231546	-2.26631
-0.905802	0.180703	-1.96313
-0.987284	0.207051	-2.47756
-1.01304	0.193725	-2.13656
-0.987891	0.190113	-2.49418
-1.00422	0.181836	-2.29466
-1.01145	0.17335	-2.13563
-1.00163	0.148552	-1.96745
-0.898285	0.132758	-3.5362
-0.932767	0.111906	-3.11767
-0.964584	0.11233	-2.5768
-0.967596	0.112454	-2.57725
-0.935115	0.101877	-3.06771
-0.981837	0.0823586	-2.52982
-1.05436	0.0694369	-3.10036
-1.06663	-0.0725398	-2.84469
-1.03999	-0.107317	-3.14801
-1.01782	-0.0784115	-2.31715
-1.01773	-0.0901707	-2.31727
-1.01029	-0.170541	-3.54726
-1.01714	-0.169212	-3.47814
-1.00369	-0.185869	-3.47749
-1.01703	-0.111699	-2.32468
-1.01652	-0.111587	-2.3247
-1.15489	-0.104203	-1.77165
-1.13058	-0.128815	-2.07043
-0.607056	-0.162925	-3.26003
-1.01476	-0.161183	-2.27441
-1.07734	-0.169034	-2.21868
-0.677729	-0.117168	-2.31495
-2.79832	-0.671714	-3.92397
-0.585648	-0.197661	-3.25889
-0.691685	-0.168731	-1.97588
-0.344992	-0.210857	-3.00447
-0.345733	-0.26087	-2.81421
-0.434716	-0.270113	-2.56895
-0.570013	-0.282061	-2.25161
-0.720734	1.51403	-3.39045
-0.641317	1.19586	-3.44675
-2.96702	1.07193	-1.89368
-1.00516	0.306201	-2.32587
-1.06964	0.261087	-1.6797
-1.01479	0.233728	-2.22672
-0.966042	0.102967	-2.5722
-0.857067	0.0716803	-3.79905
-0.915526	0.0701942	-3.30752
-0.972607	0.0502757	-2.53675
-0.986087	0.0215386	-2.6112
-1.06688	-0.126819	-2.85506
-1.06752	-0.112214	-2.02364
-0.978692	-0.138104	-2.48362
-1.02448	-0.159349	-2.33337
-0.68847	-0.112811	-2.30144
-0.68847	-0.112811	-2.30144
-1.02373	-0.175082	-2.08643
-0.947	-0.312417	-3.21458
-0.312956	-0.199282	-2.98195
-0.687625	1.50634	-3.40851
-0.730753	1.31905	-3.39469
-1.02714	0.42811	-2.12534
-0.936143	0.464737	-3.68235
-0.986949	0.304722	-3.6944
-0.953278	0.262498	-3.68074
-0.986571	0.230089	-2.58481
-0.674527	0.113021	-2.36488
-0.965526	0.102199	-2.58204
-1.16312	-0.101331	-1.71599
-1.13136	-0.142712	-2.06462
-0.927455	-0.234678	-3.29647
-0.416176	-0.270646	-2.59225
-0.433832	-0.282299	-2.57322
-0.614088	1.57166	-3.4567
-0.614088	1.57166	-3.4567
-0.714769	1.56086	-3.4071
-0.716526	1.56579	-3.41077
-0.761284	1.37975	-3.46769
-0.661389	1.21446	-3.41614
-1.06769	0.449421	-1.82989
-0.99778	0.239596	-2.50316
-1.02681	0.200328	-1.96783
-1.02749	0.192058	-2.12029
-0.674748	0.114614	-2.32113
-0.935361	0.0948883	-3.05281
-1.01662	-0.107137	-3.11376
-1.05927	-0.24141	-2.98314
-0.596874	1.57796	-3.38936
-0.723758	1.48884	-3.38108
-0.745717	1.47412	-3.36845
-0.655105	1.16903	-3.42928
-1.13519	0.00703874	-1.95745
-1.05649	-0.115483	-2.94062
-0.697037	-0.23426	-2.06086
-0.697037	-0.23426	-2.06086
-0.599993	1.54918	-3.39658
-0.669981	1.21602	-3.49276
-0.563753	0.91989	-3.49451
-0.601725	-0.222707	-2.49332
-0.722188	1.62016	-3.43158
-0.729758	1.46643	-3.38758
-0.741747	1.48912	-3.40454
-0.963221	-0.191581	-3.20232
-1.06976	-0.178332	-2.71992
-0.605088	1.47535	-3.44751
-0.544677	1.13432	-3.48595
-0.983047	0.164203	-1.94862
-1.05193	-0.083695	-2.81842
-0.624785	1.57712	-3.36982
-0.643471	1.55238	-3.36476
-0.747055	1.46323	-3.44091
-1.03496	-0.0259307	-3.05251
-1.09962	-0.0246263	-2.08398
-0.361695	-0.192327	-2.61274
-0.644522	-0.27339	-2.08066
-0.690121	1.58691	-3.46679
-1.03809	-0.0407588	-2.66139
-0.727406	1.39998	-3.47899
-0.727406	1.39998	-3.47899
-0.678143	1.24116	-3.4074
-0.767031	0.404221	-3.57785
-0.693193	-0.278627	-2.10854
-1.01002	-0.0768007	-2.53625
-0.440106	-0.268032	-2.55672
-0.965307	0.164595	-2.89165
-0.751123	1.39676	-3.42181
-0.869574	0.464445	-3.67781
-1.00508	0.340676	-2.33788
-0.997735	0.338989	-2.3616
-1.00774	0.278367	-2.2626
-1.01293	0.229736	-2.23564
-1.01295	0.230008	-2.23567
-0.994959	0.232928	-2.40286
-0.980169	0.22317	-2.59577
-0.915786	0.202094	-3.29335
-0.674161	0.146714	-2.32375
-0.916713	0.185027	-3.29787
-0.929286	0.0988658	-3.13065
-0.934081	0.0905041	-3.06683
-0.893286	0.0728344	-2.76805
-0.992252	-0.000598726	-3.15228
-1.00973	-0.0353402	-2.36202
-1.05099	-0.0666504	-2.93775
-1.01114	-0.0462716	-2.38077
-1.01539	-0.066436	-2.31732
-0.93907	-0.124179	-2.51631
-0.679787	-0.100772	-2.31034
-1.05804	-0.276066	-2.99778
-1.04726	-0.293759	-3.02552
-0.676617	-0.221795	-2.03715
-0.540467	-0.297643	-2.50956
-3.6683	-3.48231	-6.29036
-0.714202	1.62286	-3.45276
-0.730821	1.5262	-3.38832
-0.780898	1.42024	-3.46925
-1.07263	0.317319	-1.65838
-1.06816	0.315084	-1.69515
-1.06549	0.269972	-1.71891
-0.92618	0.178109	-3.25386
-0.937915	0.095168	-3.03647
-0.900484	0.0753776	-3.51505
-1.13184	0.00363796	-1.9535
-1.02566	-0.0823574	-3.1243
-1.0113	-0.145863	-2.39705
-0.685666	-0.230568	-2.06909
-0.423533	-0.263343	-2.5846
-0.657202	1.59909	-3.36903
-0.784829	1.43127	-3.46341
-0.777052	1.38947	-3.48798
-1.07168	0.283626	-1.66697
-0.998737	0.243115	-2.37275
-1.00409	0.234064	-2.35244
-0.999165	0.232632	-2.37241
-0.972847	0.171643	-2.59237
-1.02583	-0.103497	-2.20202
-0.856732	-0.176125	-2.27823
-0.420402	-0.285615	-2.59171
-0.680603	1.50502	-3.38328
-0.728572	1.44312	-3.47812
-1.05257	-0.0507701	-2.99591
-1.13214	-0.112147	-2.0738
-0.708443	1.5064	-3.41267
-0.748658	1.53783	-3.42339
-1.00126	0.346431	-2.33733
-0.968226	0.219693	-2.5975
-0.669193	-0.252369	-1.98542
-1.13757	-0.0164588	-2.04899
-1.17018	-0.148496	-1.61697
-0.713826	1.46131	-3.39238
-0.834792	-0.00652549	-4.29175
-0.205689	-0.139745	-3.08595
-0.795536	0.45497	-3.61278
-0.866977	0.164433	-4.04228
-0.434486	0.828408	-3.30934
-2.24975	0.838106	-1.62585
-2.4656	0.696895	-1.87199
-1.01632	0.463197	-3.67105
-1.07329	0.336772	-1.65974
-1.0367	0.430076	-3.6702
-1.06661	0.311172	-1.68169
-0.995263	0.275912	-2.40969
-1.00697	0.264267	-2.25473
-1.06719	0.242196	-1.69801
-0.990471	0.190366	-2.47727
-0.92212	0.135927	-3.1688
-0.348073	0.0822224	-1.59142
-1.11778	0.0815151	-1.80087
-0.951925	0.0385823	-2.77174
-0.884669	0.0301897	-3.20074
-1.04272	-0.0521272	-2.98919
-1.01858	-0.0582802	-2.33944
-1.00742	-0.128575	-2.49419
-1.0106	-0.160183	-2.1288
-0.762961	-0.205226	-1.37054
-0.589918	-0.249912	-1.47004
-5.50759	-4.91049	-7.21193
-0.883839	1.68552	-2.37737
-0.639223	0.561407	-1.85078
-1.06239	0.278519	-1.7485
-1.06648	0.245582	-1.6902
-1.06644	0.244897	-1.70675
-1.06645	0.245277	-1.7068
-1.0233	0.238664	-2.19226
-1.01566	-0.162444	-2.35934
-0.995575	-0.173226	-2.38337
-1.02255	-0.174837	-2.08761
-0.582762	-0.267451	-2.06456
-0.510263	-0.245121	-1.47798
-1.61706	-1.52633	-2.59827
-1.08686	0.964304	-1.82892
-0.995165	0.34533	-2.46907
-1.06674	0.281449	-1.6916
-1.00142	0.285736	-2.35022
-0.733626	0.138975	-2.208
-1.13072	-0.031163	-2.05299
-1.04919	-0.0846418	-2.13827
-0.681782	-0.252528	-2.07029
-0.605628	-0.252241	-1.74751
-0.776946	0.0871948	-1.408
-1.16792	0.0757642	-1.64327
-0.767112	0.0184781	-1.38151
-1.16781	-0.0348019	-1.70677
-1.14008	-0.211707	-1.746
-0.689113	-0.261496	-1.95909
-1.15251	0.108222	-1.79684
-0.66151	0.0464767	-2.36523
-1.0164	-0.0494024	-2.32734
-1.15217	-0.131341	-1.76227
-1.03032	-0.164917	-2.25835
-1.16483	-0.210279	-1.7009
-1.16576	-0.210403	-1.70094
-0.575809	-0.250306	-2.48817
-0.67287	-0.240198	-1.46498
-1.06754	0.132568	-2.10595
-1.16967	0.0892438	-1.62372
-1.15106	0.0765366	-1.79553
-0.73395	-0.250341	-1.83413
-1.15583	0.0435196	-1.66503
-1.17679	0.0379816	-1.75544
-1.17679	0.0379816	-1.75544
-1.17019	-0.0369095	-1.66491
-1.16366	-0.152535	-1.74373
-0.660199	-0.272739	-2.10822
-0.793952	-0.148378	-2.18171
-1.3293	0.395174	-0.846606
-1.14261	0.355924	-0.824221
-1.33111	0.399395	-0.825447
-1.07931	0.946839	-1.82815
-1.17098	0.418439	-1.37402
-0.863944	0.423167	-3.6718
-1.05648	0.336273	-1.80564
-1.06986	0.300419	-1.67351
-1.00943	0.305342	-2.26647
-0.994831	0.294911	-2.42807
-1.0008	0.285232	-2.43533
-1.00591	0.208331	-2.29839
-0.722973	0.0588772	-2.89521
-1.15204	0.0878763	-1.64379
-1.1715	0.0753809	-1.61484
-0.897125	0.0209172	-3.21292
-1.02248	0.0116514	-3.07035
-0.890143	0.00234282	-3.31282
-1.06324	-0.000602342	-2.9138
-1.16775	-0.0138587	-1.69599
-1.01832	-0.0368392	-2.34482
-1.07202	-0.140655	-2.83558
-1.13635	-0.0954182	-2.04121
-1.13543	-0.0957886	-2.04099
-1.01748	-0.101819	-2.31754
-1.01779	-0.112336	-2.34469
-1.12872	-0.108309	-2.05909
-0.428597	-0.283055	-2.57614
-10.9702	-9.36894	-8.39698
-0.855822	0.439123	-3.67199
-0.918766	0.445208	-3.68309
-1.02383	0.361233	-2.15387
-1.06045	0.341583	-1.7642
-1.06411	0.370205	-3.67427
-1.00346	0.231601	-2.3523
-0.970134	0.155699	-2.41722
-1.1748	0.0810295	-1.6074
-1.1611	-0.0145442	-1.71749
-1.01073	-0.135711	-2.39658
-0.945797	0.474234	-3.67664
-1.06293	0.286187	-1.77312
-1.06003	0.24312	-1.7471
-1.15945	-0.209473	-1.6368
-0.606773	-0.278338	-2.06336
-1.0232	0.414138	-2.11658
-1.01355	0.17567	-2.13164
-1.01471	0.176	-2.13202
-0.794995	0.0590148	-2.02554
-1.13479	0.00340801	-1.9552
-1.01989	-0.0403343	-2.37016
-1.16392	-0.0995024	-1.70392
-1.16392	-0.0995024	-1.70392
-1.13573	0.101507	-1.96284
-1.01341	-0.0708248	-2.34889
-1.02222	0.362466	-2.16456
-0.993766	0.338178	-2.40479
-0.999816	0.431769	-3.67915
-1.05302	0.388106	-3.68727
-1.04752	0.392813	-3.68239
-0.919483	0.349255	-3.71442
-0.995214	0.281652	-2.41635
-0.993328	0.271358	-2.42774
-0.995849	0.232752	-2.40237
-0.989432	0.229047	-2.44329
-1.01046	0.208468	-2.18524
-0.990813	0.21598	-2.47291
-1.01021	0.180989	-2.13997
-0.96211	0.115379	-2.58407
-0.916477	0.118041	-3.37581
-0.885843	0.108708	-3.69112
-0.898079	0.0921607	-3.56757
-0.931235	0.0900679	-3.0843
-0.934003	0.0905134	-3.06682
-0.865342	0.0516309	-3.81498
-0.945561	-0.029787	-3.2219
-1.01971	-0.128471	-3.43014
-1.00999	-0.0862572	-2.48427
-0.990719	-0.17829	-2.60552
